annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,co2_ppm,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,production_t
2018,Est,maïs,petite_saison_pluies,17.34,1435.77,75.29,24.74,3.97,422.69,47.38,19.34,ferrallitique,6.34,3.28,70.04,42.1,100.45,gravitaire,améliorée,551.3,1.75,1.66,2.9
2011,Est,manioc,grande_saison_pluies,24.43,1542.31,80.3,13.28,6.44,405.76,68.25,39.21,ferrallitique,5.26,4.41,57.38,23.33,122.98,aspersion,conventionnelle,690.9,6.45,8.01,51.66
2008,Extrême-Nord,arachide,petite_saison_sèche,38.05,243.61,48.68,16.97,5.56,393.1,39.37,26.52,vertisol,5.77,3.2,29.73,26.89,52.62,goutte-à-goutte,améliorée,277.3,2.49,0.63,1.57
2000,Ouest,haricot,grande_saison_pluies,17.15,1688.14,63.78,19.76,2.27,389.96,54.88,45.58,limoneux,6.51,3.35,12.54,41.54,69.63,aspersion,traditionnelle,1171.2,3.14,0.46,1.44
2018,Nord-Ouest,pomme_de_terre,petite_saison_pluies,16.53,2063.49,75.82,20.34,3.01,422.82,75.06,11.89,andosolique,5.84,4.21,126.63,60.59,179.72,non_irriguée,conventionnelle,1560.7,0.1,4.64,0.46
2008,Littoral,ananas,petite_saison_pluies,26.1,2924.05,89.95,18.52,5.47,399.68,59.17,34.49,ferrallitique,5.89,4.04,104.9,28.29,191.08,gravitaire,biologique,0,2.1,12.42,26.08
2024,Nord,oignon,petite_saison_sèche,27.17,600.34,62.25,10.83,5.73,432.62,62.99,19.12,brun_subaride,5.65,3.93,74.1,79.59,104.98,goutte-à-goutte,intégrée,251.1,5.03,2.8,14.08
2014,Extrême-Nord,coton,saison_sèche,41.38,791.17,40.47,17.66,5.28,411.02,31.5,41.86,sableux,5.88,3.66,60.53,48.64,68.79,gravitaire,conventionnelle,288.7,2.2,1.37,3.01
2022,Nord,coton,petite_saison_sèche,38.63,872.33,39.49,17.06,3.82,440.46,38.45,25.87,sableux,5.69,2.09,101.61,11.51,62.28,goutte-à-goutte,traditionnelle,371.4,1.76,0.96,1.69
2005,Extrême-Nord,oignon,grande_saison_pluies,43.44,657.06,42.59,11.96,6.68,384.99,30.86,12.92,vertisol,6.7,3.43,109.3,48.54,157.59,goutte-à-goutte,biologique,385.4,0.1,2.91,0.29
2014,Sud,café_robusta,saison_sèche,26.03,1393.02,89.24,16.09,4.63,409.09,5,47.21,ferrallitique,5.59,2.92,69.53,20.86,126.07,pluviale,traditionnelle,454.2,2.76,0.38,1.05
2021,Nord-Ouest,haricot,petite_saison_pluies,14.51,1767.29,72.32,15.51,3.55,426.47,54.15,36.37,andosolique,6.02,4.78,26.47,34.99,76.13,non_irriguée,intégrée,1826.7,5.05,0.29,1.46
2011,Sud,palmier_à_huile,petite_saison_sèche,23.02,1590.68,83.69,14.94,4.66,407.87,45.16,31.73,hydromorphe,6.48,3.51,96.51,51.6,134.63,pluviale,biologique,546.5,4.33,7.65,33.12
2022,Nord-Ouest,maïs,petite_saison_pluies,22.36,1710.18,76.53,23.87,4.83,431.67,57.76,36.75,ferrallitique_rouge,6.34,3.73,89.57,36.71,103.0,gravitaire,améliorée,1605.6,0.1,1.55,0.16
2024,Littoral,cacaotier,petite_saison_pluies,27.66,1890.67,84.22,22.46,4.36,433.03,63.3,29.53,sableux_côtier,6.46,2.44,97.5,24.87,112.99,aspersion,traditionnelle,120.1,6.37,0.52,3.31
2009,Adamaoua,haricot,petite_saison_pluies,24.42,1275.15,64.25,14.61,4.27,399.32,72.38,34.31,brun_eutrophe,6.55,1.48,27.09,39.01,73.57,gravitaire,traditionnelle,982.8,3.56,0.61,2.17
2002,Est,manioc,saison_sèche,24.5,1453.72,85.87,11.55,4.91,388.85,63.3,53.76,alluvial,5.92,2.82,60.82,33.8,101.76,goutte-à-goutte,intégrée,661.6,3.07,9.87,30.3
2000,Centre,manioc,grande_saison_pluies,25.86,1781.59,84.26,12.06,3.7,378.25,30.2,42.53,ferrallitique,5.31,4.71,87.14,22.02,96.93,goutte-à-goutte,biologique,635.8,0.99,12.14,12.02
2019,Sud,café_robusta,petite_saison_sèche,25.83,1911.14,83.47,15.64,3.85,412.2,73.06,24.29,hydromorphe,5.52,2.37,86.81,26.11,83.17,non_irriguée,biologique,646.3,2.65,0.45,1.19
2010,Est,cacaotier,grande_saison_pluies,26.79,1149.02,88.59,19.47,4.04,399.1,62.95,12.17,alluvial,6.41,1.47,78.82,40.7,150.06,aspersion,traditionnelle,608.0,5.81,0.48,2.79
2021,Extrême-Nord,sorgho,grande_saison_pluies,32.82,286.12,44.05,13.92,3.2,431.42,73.68,69.16,halomorphe,5.33,1.64,56.04,39.49,40.19,goutte-à-goutte,intégrée,291.0,1.61,0.42,0.68
2005,Extrême-Nord,mil,petite_saison_sèche,45,610.88,24.75,21.1,6.67,398.56,71.37,23.55,halomorphe,6.52,1.7,44.25,30.03,44.36,pluviale,traditionnelle,283.2,0.1,0.4,0.04
2003,Adamaoua,riz,saison_sèche,17.54,1051.25,88.98,14.29,3.91,390.62,46.93,41.68,ferrallitique_lessivé,6.41,3.98,42.99,55.53,99.57,goutte-à-goutte,traditionnelle,885.1,4.96,0.92,4.56
2003,Sud,ananas,petite_saison_sèche,23.7,1775.6,89.13,17.45,3.34,384.66,61.59,45.52,ferrallitique,6.37,0.3,94.11,21.14,225.06,aspersion,biologique,572.2,2.72,18.5,50.32
2007,Nord-Ouest,riz,saison_sèche,19.98,1613.59,77.35,18.8,4.68,399.77,53.92,18.34,ferrallitique_rouge,5.53,3.72,113.68,63.71,101.21,aspersion,intégrée,1760.8,2.53,1.28,3.24
2006,Est,manioc,saison_sèche,19.4,1381.07,87.16,16.38,4.47,391.43,50.65,25.07,hydromorphe,5.53,5.81,66.58,49.4,75.82,non_irriguée,intégrée,568.4,2.98,1.83,5.45
2001,Nord,sorgho,petite_saison_pluies,35.33,1025.89,33.24,14.78,5.75,378.77,45.3,53.3,vertisol,4.87,2.76,65.12,31.03,52.06,non_irriguée,conventionnelle,391.6,3.29,0.87,2.86
2015,Est,manioc,petite_saison_sèche,26.01,1713.36,93.17,17.58,6.78,421.39,66.12,66.01,alluvial,6.49,2.2,37.97,32.24,98.51,aspersion,traditionnelle,794.5,2.48,2.26,5.6
2004,Extrême-Nord,mil,saison_sèche,33.67,643.74,34.83,12.19,4.73,387.13,53.47,39.02,sableux,5.68,3.79,23.53,15.37,17.59,gravitaire,biologique,363.6,2.92,0.44,1.28
2013,Ouest,oignon,grande_saison_pluies,16.16,1662.21,79.61,19.68,1.0,412.1,28.71,42.56,ferrallitique_rouge,6.46,4.64,107.76,28.44,114.3,goutte-à-goutte,intégrée,1965.1,4.78,3.97,18.98
2001,Est,manioc,petite_saison_pluies,23.16,1234.79,89.37,14.21,5.01,383.28,43.06,42.83,hydromorphe,5.98,3.79,36.16,44.5,92.27,pluviale,intégrée,638.7,1.34,8.04,10.77
2016,Extrême-Nord,oignon,petite_saison_sèche,32.61,546.68,25.52,15.33,4.4,420.81,76.36,34.3,vertisol,6.39,2.96,61.7,57.52,108.29,gravitaire,biologique,254.1,3.29,5.92,19.48
2011,Centre,maïs,petite_saison_pluies,25.48,1735.94,92.31,20.89,6.09,407.17,9.27,41.59,alluvial,6.09,4.14,105.58,68.62,90.41,goutte-à-goutte,améliorée,851.1,0.22,1.76,0.39
2000,Nord,oignon,grande_saison_pluies,36.41,856.17,48.33,15.74,4.97,380.22,80.02,47.57,brun_subaride,6.97,3.12,115.77,81.24,118.16,pluviale,biologique,350.0,0.1,2.68,0.27
2012,Est,manioc,saison_sèche,28.15,1668.3,77.42,25.05,3.38,405.27,34.71,42.69,alluvial,5.07,4.36,55.01,24.94,119.6,pluviale,améliorée,538.1,0.11,8.35,0.92
2002,Nord,arachide,grande_saison_pluies,26.04,608.95,35.37,12.9,4.02,382.76,34.69,28.24,brun_subaride,5.67,3.01,22.85,56.82,59.78,goutte-à-goutte,intégrée,435.8,2.3,1.11,2.55
2006,Littoral,macabo,petite_saison_pluies,25.67,2768.58,78.67,18.85,3.34,387.1,38.69,49.62,ferrallitique,6.01,3.01,48.52,28.4,112.35,non_irriguée,intégrée,73.8,1.47,6.46,9.5
2003,Sud,manioc,grande_saison_pluies,25.74,1848.12,77.16,14.18,4.6,383.58,69.36,31.54,sableux_forestier,5.15,5.34,84.69,29.19,100.25,non_irriguée,biologique,514.6,1.05,8.52,8.95
2024,Ouest,haricot,grande_saison_pluies,22.2,1314.43,72.56,17.59,3.88,439.37,46.34,32.82,limoneux,6.89,0.3,21.53,46.83,42.7,gravitaire,biologique,1138.0,2.57,0.54,1.39
2006,Sud-Ouest,thé,petite_saison_pluies,23.45,2890.71,95.37,10.17,4.13,392.03,78.46,17.25,alluvial,4.96,4.07,92.11,35.83,102.22,pluviale,biologique,149.7,4.05,1.55,6.28
2011,Est,cacaotier,petite_saison_pluies,21.49,1290.13,76.21,13.97,3.88,400.34,51.33,33.82,ferrallitique,6.18,2.37,75.83,43.3,84.55,gravitaire,intégrée,502.7,5.2,0.52,2.7
2016,Ouest,haricot,saison_sèche,17.2,2042.57,64.86,21.04,4.55,411.82,61.51,36.8,andosolique,6.19,2.3,18.74,44.52,68.82,pluviale,améliorée,1419.0,4.21,0.24,1.01
2016,Centre,maïs,petite_saison_sèche,25.14,1476.49,96.66,20.99,3.53,427.11,53.54,38.12,ferrallitique,5.49,2.33,106.15,65.69,86.91,aspersion,biologique,775.8,0.1,2.21,0.22
2000,Nord-Ouest,haricot,petite_saison_sèche,18.48,1572.64,80.72,8.58,5.88,379.56,45.28,42.45,andosolique,6.34,1.24,27.45,37.18,49.54,goutte-à-goutte,intégrée,2034.3,3.17,0.98,3.11
2009,Littoral,palmier_à_huile,petite_saison_pluies,27.04,2133.21,83.74,27.89,2.76,399.59,47.51,59.15,ferrallitique,5.57,5.36,82.14,48.91,183.9,pluviale,biologique,57.2,3.23,19.45,62.82
2009,Sud-Ouest,poivre,grande_saison_pluies,23.5,2298.38,87.13,23.68,6.38,402.1,44.6,34.33,volcanique,5.41,0.74,40.9,33.94,79.46,goutte-à-goutte,améliorée,187.0,2.55,1.67,4.26
2000,Littoral,palmier_à_huile,grande_saison_pluies,25.74,2170.17,81.18,25.09,4.31,381.03,40.73,25.43,sableux_côtier,7.01,3.25,107.68,60.77,178.65,non_irriguée,intégrée,77.7,2.44,12.9,31.48
2000,Nord,mil,saison_sèche,27.5,955.27,39.55,15.49,5.56,377.08,41.11,45.64,vertisol,5.78,4.1,24.89,12.37,48.47,pluviale,traditionnelle,373.1,2.14,0.23,0.49
2008,Extrême-Nord,mil,petite_saison_sèche,37.07,746.06,36.34,10.67,5.27,393.32,52.99,29.68,sableux,5.87,3.19,40.07,15.42,39.55,non_irriguée,intégrée,166.9,0.1,0.74,0.07
2005,Est,palmier_à_huile,saison_sèche,29.74,1258.54,71.07,19.06,5.59,390.92,42.72,57.3,ferrallitique,5.81,5.23,45.16,51.26,138.56,gravitaire,améliorée,661.9,0.21,20.5,4.3
2005,Ouest,tomate,petite_saison_pluies,16.29,1683.48,78.86,22.38,3.72,383.9,55.24,31.0,ferrallitique_rouge,5.37,3.56,116.19,54.42,138.02,goutte-à-goutte,conventionnelle,1282.3,3.5,2.36,8.26
2003,Est,bananier,saison_sèche,28.39,1495.04,81.89,18.45,4.63,387.87,43.17,34.77,hydromorphe,6.12,1.38,193.23,58.21,375.45,gravitaire,conventionnelle,640.3,0.1,22.37,2.24
2012,Ouest,pomme_de_terre,grande_saison_pluies,21.09,1520.37,84.0,17.01,3.5,406.71,48.19,34.13,ferrallitique_rouge,5.64,3.49,171.31,80.58,166.01,aspersion,intégrée,1451.1,0.1,10.14,1.01
2015,Sud-Ouest,cacaotier,grande_saison_pluies,25.12,3754.37,86.28,17.71,3.7,417.52,47.74,55.62,volcanique,6.13,4.5,90.15,57.29,132.46,non_irriguée,conventionnelle,268.2,2.86,0.17,0.49
2023,Adamaoua,riz,petite_saison_pluies,24.23,1811.22,55.6,20.39,5.47,431.61,48.87,6.86,brun_eutrophe,6.94,3.44,77.19,33.49,120.36,goutte-à-goutte,biologique,1240.8,1.5,1.46,2.19
2020,Nord,mil,petite_saison_sèche,33.58,808.58,40.67,17.42,4.6,426.15,35.62,41.12,sableux,6.35,2.78,36.86,29.62,50.79,non_irriguée,intégrée,306.9,1.54,0.58,0.89
2010,Nord,mil,petite_saison_sèche,35.26,1037.94,34.59,21.84,6.1,405.85,67.24,52.21,vertisol,6.67,4.16,29.38,23.86,26.24,aspersion,améliorée,374.7,5.72,0.65,3.72
2005,Sud-Ouest,bananier,grande_saison_pluies,27.61,3145.9,86.16,19.34,5.68,393.75,44.07,21.51,ferrallitique,5.67,3.37,145.14,60.16,223.46,gravitaire,traditionnelle,143.8,4.24,18.63,78.99
2002,Nord-Ouest,café_arabica,saison_sèche,15.46,1852.02,100,18.81,3.73,384.41,83.66,32.97,andosolique,6.08,4.05,44.3,19.86,94.26,gravitaire,traditionnelle,2325.3,3.44,0.51,1.75
2014,Extrême-Nord,coton,saison_sèche,30.43,702.35,37.73,16.48,4.23,416.31,48.45,69.32,halomorphe,6.15,3.62,99.92,43.44,91.15,aspersion,améliorée,342.9,1.31,0.79,1.03
2009,Nord,coton,petite_saison_pluies,32.62,829.39,47.94,20.09,6.77,402.3,71.0,14.51,brun_subaride,5.93,3.49,93.24,51.67,68.28,aspersion,améliorée,527.1,4.13,0.87,3.59
2008,Ouest,haricot,petite_saison_pluies,19.91,1602.74,87.52,26.06,3.86,399.48,59.87,39.48,limoneux,7.03,1.52,32.51,31.95,59.45,pluviale,conventionnelle,1564.2,0.1,0.25,0.03
2010,Adamaoua,patate_douce,petite_saison_pluies,24.82,2018.59,77.85,17.0,3.65,403.79,83.34,40.66,limoneux,6.2,5.43,61.0,44.11,139.72,aspersion,biologique,1120.6,5.76,3.02,17.4
2009,Ouest,oignon,petite_saison_pluies,18.25,1633.39,78.98,8.32,3.55,406.29,78.38,37.29,andosolique,6.93,2.02,103.04,56.77,173.86,pluviale,biologique,931.1,3.16,1.42,4.49
2008,Centre,maïs,petite_saison_sèche,21.48,1621.62,67.39,12.45,4.8,396.52,49.32,32.4,hydromorphe,5.94,3.21,91.02,64.78,86.24,gravitaire,intégrée,835.9,1.53,0.35,0.54
2006,Ouest,café_arabica,petite_saison_sèche,14.2,1722.76,62.88,12.92,5.05,395.93,62.5,30.65,limoneux,6.87,2.32,67.93,24.75,114.81,goutte-à-goutte,intégrée,1469.7,1.66,0.66,1.1
2004,Adamaoua,maïs,petite_saison_sèche,20.82,1322.18,51.99,23.19,2.78,398.42,74.88,46.1,limoneux,5.96,2.96,89.7,66.58,67.19,pluviale,biologique,1122.8,0.1,2.4,0.24
2023,Adamaoua,pomme_de_terre,petite_saison_pluies,22.89,1330.07,57.05,18.52,4.21,428.82,68.31,26.22,ferrallitique_lessivé,5.69,3.79,124.66,85.38,226.8,non_irriguée,intégrée,821.1,3.91,6.62,25.88
2013,Extrême-Nord,coton,saison_sèche,40.56,596.67,30.35,14.79,6.37,405.16,15.19,51.21,vertisol,6.13,4.07,63.3,32.72,62.8,non_irriguée,traditionnelle,339.6,2.39,0.84,2.01
2021,Littoral,maïs,saison_sèche,27.2,2500.9,70.77,19.32,4.61,432.31,69.92,57.45,ferrallitique,5.72,3.73,72.39,51.69,94.14,aspersion,améliorée,0,2.85,0.89,2.54
2011,Nord,coton,petite_saison_sèche,35.04,588.0,34.8,20.62,4.91,405.87,46.77,32.1,brun_subaride,6.21,5.8,73.99,22.47,78.39,gravitaire,traditionnelle,364.5,4.0,0.89,3.56
2013,Sud,cacao,saison_sèche,23.18,1372.42,82.89,18.27,3.65,410.36,60.56,33.31,ferrallitique,5.69,4.34,85.94,25.72,84.26,gravitaire,traditionnelle,467.1,2.59,0.51,1.32
2014,Est,bananier,grande_saison_pluies,25.8,1256.95,70.79,23.34,3.22,407.28,55.09,25.43,alluvial,5.72,0.77,237.17,37.11,316.17,non_irriguée,améliorée,369.2,2.55,15.49,39.5
2018,Sud-Ouest,cacaotier,saison_sèche,21.06,2733.66,87.45,13.22,2.67,421.15,76.65,26.35,alluvial,6.73,1.9,79.07,42.78,112.02,non_irriguée,biologique,0,3.37,0.54,1.82
2018,Extrême-Nord,mil,petite_saison_sèche,32.32,493.38,37.82,16.65,4.62,420.61,68.16,46.94,halomorphe,6.56,3.46,37.07,30.71,39.12,gravitaire,conventionnelle,315.7,2.6,1.22,3.17
2005,Adamaoua,haricot,grande_saison_pluies,21.41,1415.39,58.16,23.13,5.07,387.99,57.57,24.96,brun_eutrophe,6.59,4.8,16.55,34.37,51.8,non_irriguée,traditionnelle,1120.3,0.8,0.47,0.38
2022,Nord,sorgho,saison_sèche,28.4,998.1,56.7,14.48,5.55,429.46,60.48,44.65,brun_subaride,5.9,3.31,82.78,31.03,34.34,aspersion,conventionnelle,510.5,1.73,1.34,2.32
2008,Ouest,tomate,petite_saison_pluies,20.3,1694.4,81.71,16.27,2.53,391.77,12.41,26.6,ferrallitique_rouge,5.65,2.68,108.46,74.19,152.56,non_irriguée,biologique,1520.2,0.51,7.14,3.64
2009,Est,riz,grande_saison_pluies,23.36,1142.75,86.1,23.35,4.12,404.26,35.23,39.07,hydromorphe,5.28,0.62,91.72,42.46,107.51,gravitaire,améliorée,601.6,1.8,2.13,3.83
2017,Nord,arachide,saison_sèche,31.84,595.29,49.23,11.17,3.77,413.51,78.87,40.2,sableux,5.82,1.6,6.69,31.92,52.04,aspersion,conventionnelle,363.2,4.89,1.96,9.58
2018,Sud-Ouest,ananas,petite_saison_sèche,24.36,2900.59,86.95,11.72,4.4,420.3,63.44,50.13,volcanique,5.79,3.8,102.9,13.59,130.01,non_irriguée,améliorée,307.3,2.83,15.72,44.49
2003,Ouest,maïs,petite_saison_sèche,22.71,1709.37,59.25,15.41,4.88,384.13,57.28,29.24,ferrallitique_rouge,6.01,4.16,115.43,44.99,64.39,pluviale,conventionnelle,1093.7,3.62,1.73,6.26
2010,Est,cacaotier,petite_saison_sèche,19.0,1536.24,82.2,15.16,3.2,405.58,38.12,36.86,hydromorphe,6.35,0.94,95.1,41.6,114.79,pluviale,biologique,706.0,3.32,0.18,0.6
2004,Nord,oignon,grande_saison_pluies,36.17,1021.3,29.41,10.45,6.12,391.95,72.6,45.41,vertisol,5.91,3.57,61.47,43.12,141.68,aspersion,améliorée,353.1,2.76,1.64,4.53
2013,Est,palmier_à_huile,petite_saison_sèche,31.25,1306.94,91.37,8.67,5.3,412.18,48.14,30.99,hydromorphe,6.2,4.27,90.45,36.75,168.31,pluviale,traditionnelle,957.6,0.1,16.69,1.67
2018,Extrême-Nord,oignon,saison_sèche,34.58,819.62,39.79,19.07,5.68,419.76,69.63,24.13,halomorphe,6.59,1.69,82.8,71.73,151.88,non_irriguée,conventionnelle,233.2,5.19,2.82,14.64
2009,Extrême-Nord,sorgho,saison_sèche,44.07,603.92,58.97,14.82,7.86,399.07,97.71,45.6,vertisol,5.83,3.43,57.44,36.23,64.55,aspersion,améliorée,277.9,0.96,0.49,0.47
2004,Sud,café_robusta,saison_sèche,24.44,1951.32,88.79,15.64,5.13,386.09,68.82,34.05,sableux_forestier,6.58,4.19,53.05,22.48,125.45,non_irriguée,conventionnelle,692.0,2.9,0.89,2.58
2022,Nord,oignon,saison_sèche,35.66,1024.73,68.12,21.52,6.25,429.36,55.15,26.58,vertisol,6.97,2.03,99.98,53.48,123.65,pluviale,traditionnelle,411.1,3.28,1.26,4.13
2006,Extrême-Nord,mil,grande_saison_pluies,32.92,518.98,29.84,26.55,4.66,388.87,68.42,53.44,sableux,5.12,2.08,46.81,19.72,53.52,aspersion,intégrée,348.3,2.25,0.58,1.3
2020,Est,bananier,grande_saison_pluies,22.75,1535.55,88.33,17.54,2.71,425.0,34.93,50.15,hydromorphe,6.07,3.92,158.16,76.79,321.22,pluviale,conventionnelle,603.8,0.1,19.63,1.96
2014,Est,bananier,petite_saison_sèche,27.3,1625.12,84.34,13.43,4.37,410.74,22.83,46.76,alluvial,5.35,2.85,171.89,40.36,346.66,aspersion,intégrée,718.8,3.04,20.16,61.29
2016,Sud-Ouest,poivre,saison_sèche,24.96,2805.71,88.23,16.4,5.47,413.79,27.89,34.57,ferrallitique,5.58,2.47,47.92,34.44,97.98,pluviale,améliorée,375.5,3.16,1.62,5.12
2000,Extrême-Nord,mil,petite_saison_sèche,41.35,651.87,38.4,14.74,5.21,374.32,64.11,22.89,sableux,6.64,2.43,38.87,20.1,35.11,goutte-à-goutte,intégrée,428.7,4.88,0.66,3.22
2022,Sud,bananier,petite_saison_sèche,29.3,1820.66,89.86,21.26,4.95,428.99,28.08,34.85,hydromorphe,6.66,4.29,135.84,80.65,311.67,goutte-à-goutte,conventionnelle,662.7,4.41,15.86,69.94
2012,Ouest,haricot,petite_saison_pluies,13.52,1567.71,68.12,15.0,3.13,412.35,77.97,45.81,limoneux,5.4,2.71,14.34,49.8,44.58,gravitaire,biologique,1280.7,2.82,0.53,1.49
2017,Adamaoua,soja,saison_sèche,23.05,1562.09,46.37,13.44,4.12,422.39,38.27,46.27,limoneux,6.73,5.71,17.5,44.19,69.57,aspersion,améliorée,1014.2,3.16,1.02,3.22
2007,Littoral,macabo,petite_saison_sèche,24.84,2275.49,77.86,16.2,6.25,401.33,82.29,46.41,alluvial,6.1,1.13,50.76,17.59,107.9,pluviale,conventionnelle,0,0.81,5.58,4.52
2020,Sud,palmier_à_huile,petite_saison_sèche,24.59,1649.08,70.44,19.0,4.4,429.27,29.51,66.71,hydromorphe,5.88,3.9,110.44,52.25,207.38,pluviale,conventionnelle,621.5,2.78,21.24,59.05
2022,Centre,tomate,grande_saison_pluies,22.69,1588.93,85.43,17.03,5.24,431.04,60.32,32.63,hydromorphe,5.57,3.19,52.24,61.67,219.8,goutte-à-goutte,biologique,396.9,3.35,9.09,30.45
2003,Extrême-Nord,niébé,petite_saison_pluies,39.89,592.97,34.71,18.13,5.62,381.18,70.86,10.25,vertisol,6.31,2.75,17.34,43.94,68.13,aspersion,améliorée,221.4,1.96,0.93,1.82
2018,Sud,palmier_à_huile,saison_sèche,24.61,1491.75,98.75,10.68,5.09,419.67,35.5,33.23,hydromorphe,5.78,2.46,123.17,54.39,209.85,goutte-à-goutte,améliorée,372.8,2.18,21.05,45.89
2015,Littoral,bananier,saison_sèche,21.57,2396.33,80.43,14.56,3.58,416.49,77.47,40.39,alluvial,6.07,3.88,188.27,59.22,265.69,non_irriguée,traditionnelle,109.9,4.43,9.5,42.08
2023,Nord-Ouest,haricot,petite_saison_sèche,15.55,1608.92,85.26,16.57,5.38,428.0,21.27,44.33,limon-argileux,6.08,3.3,22.48,42.61,73.65,non_irriguée,intégrée,1992.0,3.16,1.06,3.35
2001,Centre,cacaotier,grande_saison_pluies,22.93,1327.91,82.88,16.01,5.07,386.82,29.88,53.04,alluvial,5.89,3.39,103.78,45.67,117.04,non_irriguée,améliorée,898.3,2.63,0.3,0.79
2000,Sud-Ouest,palmier_à_huile,petite_saison_pluies,24.66,3040.64,80.5,19.09,4.06,376.0,36.61,54.01,alluvial,6.32,3.4,99.89,50.88,156.65,gravitaire,traditionnelle,306.2,2.1,10.15,21.32
2002,Sud,bananier,saison_sèche,22.94,1606.68,83.67,16.61,4.46,384.63,74.2,27.3,sableux_forestier,5.19,2.63,237.42,44.55,202.62,goutte-à-goutte,intégrée,393.1,5.16,16.64,85.86
2008,Sud,café_robusta,saison_sèche,27.64,1881.45,83.29,18.05,5.25,390.36,72.42,15.8,hydromorphe,5.87,1.69,86.0,13.12,128.33,pluviale,conventionnelle,559.3,2.13,0.76,1.62
2003,Est,manioc,saison_sèche,24.26,1592.67,92.82,14.77,4.0,382.86,67.72,21.4,alluvial,6.25,1.68,81.45,40.99,75.11,gravitaire,conventionnelle,640.4,2.15,6.54,14.06
2020,Adamaoua,soja,petite_saison_pluies,24.64,1349.19,44.09,12.79,5.22,422.94,60.9,25.57,limoneux,6.36,1.69,24.46,47.88,114.97,aspersion,biologique,894.5,2.29,1.5,3.44
2015,Extrême-Nord,mil,petite_saison_sèche,32.1,731.3,42.63,12.7,3.61,421.85,51.22,54.19,vertisol,5.79,1.9,25.94,24.66,41.7,pluviale,conventionnelle,335.4,2.07,0.51,1.06
2015,Ouest,maïs,grande_saison_pluies,20.58,1739.43,89.21,14.92,4.16,420.46,50.99,33.19,ferrallitique_rouge,5.7,2.33,122.86,65.34,103.29,gravitaire,traditionnelle,978.0,2.41,1.24,2.99
2011,Est,cacaotier,saison_sèche,20.73,1434.91,85.44,22.11,5.02,408.96,72.07,48.33,hydromorphe,5.97,2.46,78.11,28.38,89.44,goutte-à-goutte,améliorée,679.5,1.53,0.61,0.93
2001,Adamaoua,haricot,petite_saison_sèche,14.46,1208.25,71.69,25.83,4.11,378.69,80.17,36.99,limoneux,6.3,2.33,16.09,19.38,67.85,goutte-à-goutte,traditionnelle,1402.4,5.31,0.44,2.34
2000,Est,palmier_à_huile,grande_saison_pluies,28.22,1615.99,67.77,21.99,6.43,377.04,10.44,44.23,ferrallitique,5.71,4.99,88.75,49.36,234.91,pluviale,biologique,676.7,5.31,19.57,103.92
2011,Sud,cacao,petite_saison_pluies,22.06,1454.41,78.09,12.28,4.72,407.88,36.79,49.24,ferrallitique,5.93,2.04,97.33,52.08,111.14,non_irriguée,améliorée,514.7,0.52,0.65,0.34
2018,Nord-Ouest,pomme_de_terre,petite_saison_pluies,25.13,1978.95,98.89,11.27,6.45,417.43,79.93,34.11,limon-argileux,5.55,3.74,162.59,65.89,175.46,non_irriguée,intégrée,1460.1,2.96,2.85,8.44
2006,Nord,coton,grande_saison_pluies,31.76,581.1,32.1,14.15,4.41,390.09,61.62,44.13,brun_subaride,6.46,1.75,43.24,51.19,77.36,aspersion,conventionnelle,471.5,3.93,1.42,5.58
2003,Littoral,ananas,petite_saison_pluies,25.43,2796.83,82.46,10.97,5.54,385.16,100,19.41,sableux_côtier,5.42,5.44,87.88,24.82,208.01,aspersion,intégrée,141.2,4.73,13.65,64.56
2013,Ouest,café_arabica,grande_saison_pluies,19.93,1336.02,55.92,18.95,3.72,409.01,44.99,23.23,andosolique,5.98,3.84,77.72,20.54,64.13,non_irriguée,traditionnelle,1775.0,0.81,0.85,0.69
2015,Centre,tomate,petite_saison_pluies,23.8,1819.33,79.79,16.72,4.84,425.9,60.16,38.28,ferrallitique,6.08,2.6,97.34,41.36,114.35,pluviale,intégrée,613.1,4.79,6.92,33.15
2003,Ouest,maïs,petite_saison_pluies,15.74,1693.95,62.05,17.81,4.01,389.99,48.36,18.5,ferrallitique_rouge,6.21,1.21,130.06,56.97,92.29,non_irriguée,traditionnelle,1811.8,0.88,1.35,1.19
2003,Est,riz,grande_saison_pluies,29.43,1679.02,80.57,22.34,6.09,382.85,48.21,21.2,alluvial,5.77,2.67,37.56,50.69,99.49,gravitaire,traditionnelle,576.0,2.18,2.92,6.37
2014,Centre,maïs,petite_saison_sèche,30.26,1630.9,85.97,21.7,4.27,411.96,37.65,38.29,hydromorphe,6.49,3.61,102.31,52.72,93.21,pluviale,améliorée,885.7,3.57,1.27,4.53
2016,Littoral,ananas,petite_saison_pluies,28.25,2923.58,75.47,22.66,6.1,413.45,87.0,20.9,alluvial,4.68,5.54,101.13,6.6,166.73,aspersion,traditionnelle,62.6,0.1,15.44,1.54
