annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,NK_ratio,NP_ratio,NPK_total,indice_aridite,bilan_hydrique,temp_x_humidite,region_encoded,culture_encoded,saison_encoded,type_sol_encoded,irrigation_encoded,pratique_agricole_encoded
2014,Extrême-Nord,niébé,saison_sèche,44.78,702.46,41.19,18.25,5.72,60.98,56.26,halomorphe,6.24,3.52,20.16,29.05,43.28,non_irriguée,conventionnelle,205.9,4.5,0.72,0.45528455284552843,0.6708818635607321,92.49000000000001,2.9679015153669,-1385.3399999999997,18.444882,3,13,3,7,3,2
2011,Adamaoua,haricot,petite_saison_pluies,21.15,1182.98,67.67,11.36,4.87,57.51,46.36,ferrallitique_lessivé,5.71,3.34,29.26,26.67,62.41,non_irriguée,traditionnelle,913.0,3.25,0.75,0.46144141302633657,1.0574629562703288,118.34,1.5013344820013852,-594.5699999999999,14.312204999999999,0,8,1,5,3,4
2004,Extrême-Nord,sorgho,saison_sèche,29.14,505.81,34.77,26.14,4.9,52.24,38.88,halomorphe,6.05,1.91,61.4,41.02,49.17,aspersion,améliorée,393.2,2.52,0.98,1.2238389475782339,1.4612089481199428,151.59,3.528935893135495,-1282.6900000000003,10.131978000000002,3,21,3,7,0,0
2018,Extrême-Nord,mil,grande_saison_pluies,44.08,580.41,34.82,24.44,5.14,24.31,40.74,vertisol,6.21,3.75,29.14,27.59,44.08,non_irriguée,conventionnelle,384.0,0.18,0.62,0.6464063886424135,1.0192374956278418,100.81,3.226810684370754,-1295.69,15.348655999999998,3,12,0,14,3,2
2021,Sud-Ouest,cacaotier,petite_saison_pluies,27.42,3173.22,86.56,20.55,4.63,39.36,44.76,alluvial,6.71,4.4,80.85,30.27,133.54,pluviale,améliorée,201.0,1.31,0.39,0.600936524453694,2.585545251039335,244.65999999999997,0.5323985105002175,1483.2699999999998,23.734752000000004,9,4,1,0,4,0
2001,Est,palmier_à_huile,petite_saison_sèche,22.58,1870.78,84.0,20.74,4.37,58.77,33.91,hydromorphe,6.23,0.3,97.19,34.81,176.4,goutte-à-goutte,traditionnelle,602.4,1.84,5.23,0.547857948139797,2.7140463557665453,308.4,0.8521567705606428,275.73,18.9672,2,15,2,8,1,4
2022,Nord-Ouest,pomme_de_terre,grande_saison_pluies,18.72,1992.84,71.24,25.04,4.08,77.7,27.06,andosolique,5.74,1.83,159.52,96.42,255.51,pluviale,traditionnelle,1588.0,0.1,5.25,0.6218860863124245,1.6374461096284132,511.45,0.7469004533964612,503.6399999999999,13.336127999999999,6,18,0,1,4,4
2011,Sud,manioc,grande_saison_pluies,27.82,1879.66,74.79,15.72,5.27,45.88,42.48,hydromorphe,5.36,2.34,57.58,39.38,127.73,pluviale,traditionnelle,596.1,3.77,6.4,0.44729278334498557,1.4259534422981672,224.69,1.022805823487499,-43.88999999999987,20.806578000000005,8,10,0,8,4,4
2006,Nord-Ouest,maïs,petite_saison_sèche,20.56,1480.36,69.01,19.1,2.98,58.79,23.59,andosolique,6.56,1.35,99.03,48.89,101.22,aspersion,intégrée,2104.3,9.46,1.24,0.9687927998434749,1.9849669272399277,249.14000000000001,0.7342577091321489,392.65999999999985,14.188456,6,11,2,1,0,3
2017,Nord,oignon,saison_sèche,29.66,1300.15,24.59,14.19,4.56,67.68,38.35,sableux,6.84,4.69,99.23,47.41,132.25,non_irriguée,conventionnelle,316.1,2.9,3.74,0.7446904315196998,2.049783102664739,278.89,1.2791761134381123,-364.2499999999998,7.293393999999999,5,14,3,11,3,2
2013,Est,cacaotier,saison_sèche,29.98,1470.67,74.09,23.12,5.24,67.49,42.47,hydromorphe,5.97,2.3,97.77,32.64,97.15,non_irriguée,traditionnelle,836.0,1.02,0.27,0.9961283749363219,2.906361474435196,227.56,1.2996120054088214,-441.93000000000006,22.212182000000002,2,4,3,8,3,4
2019,Ouest,café_arabica,grande_saison_pluies,25.85,1639.81,74.91,10.78,3.38,57.11,29.93,andosolique,5.15,5.04,74.99,40.54,120.65,pluviale,biologique,1256.9,2.62,0.43,0.6164406083025071,1.8052479537794897,236.18,0.7518847398540965,406.1099999999999,19.364235,7,5,0,1,4,1
2014,Sud-Ouest,poivre,saison_sèche,24.53,2444.42,82.49,17.67,4.32,58.69,32.58,alluvial,5.7,2.18,46.1,20.11,64.38,non_irriguée,biologique,60.7,5.5,0.92,0.7051085959008871,2.1837991473235436,130.59,0.6447972127487304,867.6199999999999,20.234797,9,17,3,0,3,1
2024,Littoral,cacaotier,petite_saison_pluies,27.38,3150.2,89.33,17.77,4.4,72.15,28.81,sableux_côtier,5.5,3.83,132.36,41.01,116.32,pluviale,conventionnelle,0.0,1.06,0.22,1.1281963859529494,3.1506784099024046,289.69,0.5096471185580097,1544.1999999999996,24.458554,4,4,1,12,4,2
2020,Adamaoua,patate_douce,saison_sèche,17.92,1269.09,48.02,21.14,2.96,56.07,27.53,ferrallitique_lessivé,5.26,2.22,61.51,32.78,101.44,goutte-à-goutte,traditionnelle,916.6,0.1,7.45,0.6004490433424443,1.8208999407933688,195.73,0.8506483792487148,188.68999999999983,8.605184000000001,0,16,3,5,1,4
2007,Extrême-Nord,niébé,petite_saison_sèche,25.83,466.09,41.36,11.89,5.52,69.18,39.98,halomorphe,6.36,2.54,12.66,18.26,44.61,pluviale,traditionnelle,293.9,4.79,0.53,0.27757070817803114,0.6573208722741433,75.53,4.313515596565972,-1548.71,10.683288,3,13,2,7,4,4
2007,Littoral,ananas,petite_saison_pluies,29.96,2078.05,87.11,23.03,3.89,40.3,42.7,sableux_côtier,6.04,2.49,79.3,30.58,252.65,aspersion,améliorée,0.0,3.19,22.7,0.312635521387739,2.5110829639012033,362.53,0.682932108414901,658.2,26.098156,4,0,1,12,0,0
2023,Sud,cacao,saison_sèche,24.58,2187.06,80.91,19.81,4.3,45.54,47.29,hydromorphe,6.04,6.44,60.44,31.27,41.03,pluviale,intégrée,781.3,0.1,0.5,1.4380204615750654,1.8729470096064458,132.74,0.7173020849519666,617.56,19.887677999999998,8,3,3,8,4,3
2016,Adamaoua,haricot,petite_saison_sèche,23.11,1491.9,58.55,10.59,6.01,41.8,52.85,brun_eutrophe,6.42,4.34,14.28,48.87,47.56,gravitaire,intégrée,1100.1,1.82,0.79,0.29406919275123555,0.28634449568879083,110.71000000000001,1.4693884386094178,-701.75,13.530904999999997,0,8,2,2,2,3
2010,Extrême-Nord,mil,petite_saison_sèche,35.91,916.76,40.13,17.46,4.52,71.8,24.58,vertisol,5.92,3.26,36.18,26.49,60.26,gravitaire,biologique,310.9,0.1,0.59,0.5905974534769833,1.3161149508912333,122.93,1.7976377266387726,-733.04,14.410682999999999,3,12,2,14,2,1
2011,Littoral,cacaotier,saison_sèche,27.89,2459.57,77.02,17.94,4.7,50.44,26.72,alluvial,6.14,4.08,97.65,43.1,107.1,goutte-à-goutte,conventionnelle,105.8,1.4,0.72,0.9033302497687328,2.2142857142857144,247.85,0.6971961781213296,744.0700000000002,21.480877999999997,4,4,3,0,1,2
2013,Centre,palmier_à_huile,petite_saison_pluies,26.0,1801.12,72.01,15.61,4.82,47.21,58.46,ferrallitique,5.87,1.52,112.13,51.46,159.86,non_irriguée,améliorée,518.2,3.7,15.46,0.6970657714783041,2.137438048036599,323.45000000000005,0.9762390961756156,41.81999999999971,18.722600000000003,1,15,1,4,3,0
2005,Sud,bananier,saison_sèche,29.13,1716.54,81.98,18.1,5.96,25.12,78.63,hydromorphe,6.39,2.7,194.97,60.08,240.08,aspersion,conventionnelle,741.5,2.66,22.38,0.8087356893977102,3.1920432220039294,495.13,1.266578944304063,-458.8600000000001,23.880774000000002,8,2,3,8,0,2
2013,Littoral,ananas,saison_sèche,27.87,3052.98,85.88,17.82,5.35,76.64,46.1,ferrallitique,5.61,4.57,100.13,12.03,96.67,non_irriguée,traditionnelle,133.4,5.1,18.78,1.0251868536910003,7.684574059861857,208.82999999999998,0.6394115220138965,1100.2300000000002,23.934755999999997,4,0,3,4,3,4
2012,Ouest,haricot,petite_saison_sèche,24.36,1887.99,70.79,18.94,3.49,74.19,20.81,andosolique,6.34,2.85,12.47,38.21,105.42,gravitaire,intégrée,1491.4,4.71,0.45,0.11717722232663033,0.3180311145116042,156.1,0.6743550786399082,614.1399999999999,17.244444,7,8,2,1,2,3
2005,Est,manioc,petite_saison_sèche,27.25,1635.47,92.78,15.58,2.73,52.72,34.42,alluvial,5.78,3.42,53.51,20.4,109.96,goutte-à-goutte,biologique,561.3,1.28,7.13,0.48224585436193224,2.500467289719626,183.87,0.6089020880309447,639.02,25.28255,2,10,2,0,1,1
2001,Extrême-Nord,mil,grande_saison_pluies,40.14,673.72,42.63,22.21,6.65,64.13,78.41,sableux,6.43,2.8,44.69,13.45,38.15,goutte-à-goutte,biologique,202.3,1.78,0.56,1.1415070242656449,3.092733564013841,96.28999999999999,3.597418188285511,-1753.53,17.111682000000002,3,12,0,11,1,1
2019,Ouest,oignon,petite_saison_sèche,18.37,1976.58,66.51,24.69,3.69,39.39,38.88,andosolique,6.23,2.15,77.96,55.74,115.55,non_irriguée,traditionnelle,1616.9,5.44,2.12,0.6688974688974688,1.373986605569263,249.25,0.681059679001608,629.73,12.217887000000001,7,14,2,1,3,4
2023,Sud-Ouest,cacaotier,petite_saison_sèche,26.2,2800.25,91.05,20.52,5.85,84.09,47.46,alluvial,5.78,2.75,138.94,33.6,102.49,gravitaire,traditionnelle,334.5,2.1,0.41,1.3425451734467098,4.015606936416185,275.03,0.7622489959839357,665.0,23.855099999999997,9,4,2,0,2,4
2001,Nord,coton,petite_saison_pluies,31.21,956.29,38.71,25.98,5.22,49.32,55.26,vertisol,5.53,0.3,61.34,41.01,50.29,gravitaire,traditionnelle,241.4,3.92,0.59,1.19594462858257,1.4601285408236135,152.64,1.9903059678885187,-949.01,12.081391000000002,5,7,1,14,2,4
2006,Nord,oignon,saison_sèche,33.58,647.36,39.88,14.49,3.8,52.93,17.78,vertisol,6.19,2.89,77.07,53.01,120.02,goutte-à-goutte,conventionnelle,286.5,4.68,4.23,0.6368368864650471,1.4269579707461582,250.09999999999997,2.139243630082053,-739.64,13.391703999999999,5,14,3,14,1,2
2014,Ouest,tomate,grande_saison_pluies,13.74,2095.86,68.89,17.59,2.69,73.79,32.38,andosolique,6.22,5.66,117.79,52.11,250.66,non_irriguée,conventionnelle,1426.7,1.48,3.3,0.4680521338313598,2.217849745810582,420.56,0.46824776093778314,1114.0100000000002,9.465486,7,23,0,1,3,2
2018,Ouest,café_arabica,petite_saison_pluies,22.75,1840.5,61.99,18.99,3.96,56.47,33.79,ferrallitique_rouge,5.44,3.76,65.38,31.16,103.24,aspersion,améliorée,1435.8,3.14,0.15,0.6272064466615502,2.0329601990049753,199.77999999999997,0.7849036111865327,395.0999999999999,14.102725,7,5,1,6,0,0
2009,Nord,coton,petite_saison_pluies,36.1,1277.16,47.93,16.78,4.94,50.52,47.69,sableux,5.81,3.07,100.05,38.58,60.57,pluviale,améliorée,362.0,0.18,0.65,1.6249796979048237,2.527791814047499,199.2,1.410699755899105,-525.94,17.30273,5,7,1,11,4,0
2010,Ouest,pomme_de_terre,grande_saison_pluies,21.3,1726.24,81.3,15.84,3.58,46.52,30.62,andosolique,5.98,1.67,144.71,93.02,193.38,non_irriguée,biologique,1236.1,2.25,8.44,0.7444695956374113,1.5391406083811956,431.11,0.7565248604710405,419.53999999999996,17.3169,7,18,0,1,3,1
2020,Est,manioc,saison_sèche,25.19,1575.96,77.23,16.92,5.44,48.66,60.17,ferrallitique,6.82,2.94,64.32,22.89,80.24,aspersion,intégrée,683.9,1.9,10.67,0.7917282127031019,2.6923398911678524,167.45,1.2591314935064937,-409.6400000000001,19.454237000000003,2,10,3,4,0,3
2012,Sud-Ouest,poivre,grande_saison_pluies,23.46,3622.38,84.94,22.88,5.62,52.93,33.17,alluvial,5.54,2.34,58.19,28.7,74.13,goutte-à-goutte,intégrée,204.6,0.1,1.58,0.7745241581259151,1.9592592592592593,161.01999999999998,0.566128863105719,1571.08,19.926924,9,17,0,0,1,3
2007,Centre,maïs,grande_saison_pluies,27.06,1559.4,85.52,24.2,4.6,43.06,32.73,hydromorphe,5.97,1.53,78.21,41.91,91.16,aspersion,conventionnelle,658.4,0.25,0.65,0.8486328125,1.8226520624563038,211.27999999999997,1.0760061522686488,-119.59999999999968,23.141712,1,11,0,8,0,2
2010,Extrême-Nord,niébé,grande_saison_pluies,36.34,516.13,33.37,16.9,6.11,55.56,35.94,halomorphe,6.17,2.81,13.58,36.65,36.43,non_irriguée,intégrée,231.7,3.41,0.29,0.36281057974886455,0.3606905710491368,86.66,4.312551969524105,-1714.02,12.126657999999999,3,13,0,7,3,3
2021,Extrême-Nord,mil,saison_sèche,30.46,522.3,28.63,17.98,2.62,41.26,50.21,vertisol,5.18,3.0,33.54,28.65,42.03,pluviale,améliorée,340.3,0.1,0.58,0.7794561933534743,1.1311973018549748,104.22,1.827441238295433,-434.0000000000001,8.720698,3,12,3,14,4,0
2006,Nord-Ouest,maïs,petite_saison_sèche,16.11,1626.74,77.66,19.32,4.47,60.89,55.32,limon-argileux,5.91,2.25,101.12,68.8,52.1,pluviale,conventionnelle,2400.4,4.96,1.66,1.904331450094162,1.4487106017191977,222.02,1.0023406686571565,-4.809999999999945,12.511026,6,11,2,9,4,2
2009,Ouest,café_arabica,grande_saison_pluies,21.13,1816.21,83.86,16.65,3.69,68.79,26.56,ferrallitique_rouge,5.75,2.76,63.32,41.47,81.8,pluviale,intégrée,1953.7,4.17,0.66,0.7647342995169082,1.490934777489993,186.58999999999997,0.741163651971979,469.3600000000001,17.719617999999997,7,5,0,6,4,3
2011,Littoral,cacaotier,petite_saison_sèche,26.15,2357.49,91.18,19.66,4.66,56.99,32.2,sableux_côtier,6.11,2.64,64.86,16.91,106.11,non_irriguée,traditionnelle,156.1,6.31,0.69,0.6055457006815423,3.6214405360134,187.88,0.7211817730836256,656.5899999999997,23.84357,4,4,2,12,3,4
2018,Nord,coton,petite_saison_sèche,30.68,609.82,56.02,23.76,3.69,63.16,12.75,sableux,6.51,0.56,77.92,50.21,45.77,gravitaire,conventionnelle,449.7,3.16,0.72,1.6660252298481932,1.52157781683265,173.9,2.2049867391375524,-737.0299999999999,17.186936,5,7,2,11,2,2
2020,Sud-Ouest,palmier_à_huile,petite_saison_sèche,26.43,3216.16,89.6,18.27,4.17,37.4,26.99,alluvial,4.48,4.24,83.02,50.25,180.94,gravitaire,traditionnelle,320.9,3.2,9.13,0.45630427613498953,1.6199024390243901,314.21,0.4731036069079561,1694.11,23.681279999999997,9,15,2,0,2,4
2008,Centre,manioc,grande_saison_pluies,26.97,1641.77,62.47,18.5,6.85,55.37,34.94,ferrallitique,4.31,3.59,56.05,10.0,75.06,non_irriguée,améliorée,734.6,2.3,4.59,0.7369182224559557,5.095454545454545,141.11,1.5219720350383803,-858.48,16.848159,1,10,0,4,3,0
2022,Adamaoua,riz,saison_sèche,27.27,1647.87,74.04,17.59,3.67,63.23,52.57,limoneux,6.27,2.32,125.52,56.61,60.9,goutte-à-goutte,biologique,1213.2,1.57,1.55,2.0277867528271405,2.178788404790835,243.03,0.812404859085313,308.31999999999994,20.190708,0,19,3,10,1,1
2019,Sud,bananier,petite_saison_sèche,25.21,1656.33,88.39,17.69,3.91,57.8,12.12,sableux_forestier,4.79,0.97,244.34,59.78,228.93,aspersion,améliorée,644.8,3.55,6.26,1.0626712477710607,4.020072392234288,533.05,0.8611139604061956,229.17999999999984,22.283119000000003,8,2,2,13,0,0
2010,Centre,tomate,petite_saison_pluies,24.34,1589.26,77.56,19.99,3.23,57.0,6.55,hydromorphe,6.65,3.91,134.27,55.89,114.86,goutte-à-goutte,traditionnelle,603.2,0.1,8.29,1.1588986708095979,2.360168746704166,305.02000000000004,0.7413567592720688,410.30999999999995,18.878104,1,23,1,8,1,4
2003,Nord-Ouest,pomme_de_terre,grande_saison_pluies,8.8,1598.84,62.42,22.07,3.08,53.64,36.86,ferrallitique_rouge,5.54,6.08,142.22,84.65,228.92,gravitaire,traditionnelle,1186.8,0.27,4.6,0.618562978427279,1.6604786923525976,455.78999999999996,0.7026952695269527,474.6399999999999,5.49296,6,18,0,6,2,4
2008,Littoral,ananas,petite_saison_pluies,26.99,2838.65,90.57,16.28,5.04,60.97,36.48,alluvial,5.34,3.01,76.97,26.59,145.29,gravitaire,conventionnelle,0.0,0.87,14.46,0.5261466949210473,2.7897789054005075,248.85,0.6478263166235275,999.0500000000002,24.444842999999995,4,0,1,0,2,2
2006,Centre,ananas,grande_saison_pluies,26.73,1598.93,73.75,16.66,4.02,46.87,27.94,hydromorphe,5.14,1.24,76.66,31.81,225.24,goutte-à-goutte,conventionnelle,823.5,0.1,22.46,0.3388437057991513,2.3364827796403533,333.71000000000004,0.9171026232397667,131.6300000000001,19.713375,1,0,0,8,1,2
2002,Extrême-Nord,arachide,grande_saison_pluies,33.23,608.51,36.0,15.01,4.75,46.66,51.1,halomorphe,5.79,3.29,18.09,18.19,63.07,gravitaire,améliorée,335.4,2.18,1.37,0.2823474324957079,0.9426784783741531,99.35,2.8444980394087054,-1125.24,11.9628,3,1,0,7,2,0
2018,Nord,tomate,petite_saison_sèche,33.12,1194.25,25.34,15.97,3.61,43.55,40.78,brun_subaride,6.47,3.44,87.26,50.91,188.37,goutte-à-goutte,conventionnelle,287.6,4.85,5.1,0.4607910439879601,1.6809863224812176,326.54,1.1024053545283412,-123.39999999999986,8.392608,5,23,2,3,1,2
2011,Extrême-Nord,sorgho,petite_saison_sèche,32.44,593.33,46.94,20.17,5.38,40.09,9.23,halomorphe,5.45,1.72,66.69,24.42,25.6,pluviale,biologique,301.5,0.1,0.92,2.507142857142857,2.6235247836349327,116.71000000000001,3.3040566688540034,-1370.37,15.227335999999998,3,21,2,7,4,1
2011,Ouest,haricot,grande_saison_pluies,25.37,1786.84,78.51,21.42,4.13,69.1,49.06,ferrallitique_rouge,6.28,2.39,37.42,23.32,53.66,gravitaire,conventionnelle,572.1,4.06,0.53,0.6845956824002928,1.5386513157894737,114.4,0.8431682924646502,279.3899999999999,19.917987000000004,7,8,0,6,2,2
2001,Nord,coton,saison_sèche,31.87,1305.95,53.53,14.66,4.84,61.32,29.74,sableux,6.07,0.78,92.85,41.71,48.68,goutte-à-goutte,intégrée,487.9,2.15,1.1,1.8689613526570048,2.1739639428705217,183.24,1.3516966984199854,-460.64999999999986,17.060011000000003,5,7,3,11,1,3
2018,Centre,tomate,petite_saison_sèche,25.03,1929.04,81.68,21.96,3.88,49.77,36.62,ferrallitique,5.64,3.55,108.27,45.29,120.6,aspersion,biologique,958.0,1.74,4.74,0.8903782894736842,2.338950097213221,274.15999999999997,0.7337671758098279,512.8399999999999,20.444504000000002,1,23,2,4,0,1
2023,Littoral,cacaotier,petite_saison_sèche,23.01,2743.87,92.93,20.91,5.75,64.48,3.8,alluvial,6.39,3.42,96.74,37.59,164.45,gravitaire,biologique,69.1,5.12,0.42,0.5847083711090965,2.5068670640062187,298.78,0.7646081599492872,645.1199999999999,21.383193000000002,4,4,2,0,2,1
2017,Nord-Ouest,café_arabica,saison_sèche,21.66,1641.11,64.78,20.61,4.57,60.71,79.16,ferrallitique_rouge,5.92,1.68,71.72,28.91,62.47,pluviale,améliorée,1638.7,4.0,0.57,1.1299826689774697,2.3978602474088935,163.1,1.015796749304249,-26.940000000000282,14.031348000000001,6,5,3,6,4,0
2020,Sud,manioc,grande_saison_pluies,22.74,1572.19,81.06,19.92,3.93,59.39,42.39,sableux_forestier,4.83,4.76,50.32,55.43,103.66,aspersion,traditionnelle,644.2,3.54,2.35,0.48079495509268105,0.8917242601453128,209.41,0.9118097623300427,137.74,18.433044,8,10,0,13,0,4
2005,Centre,tomate,grande_saison_pluies,25.28,1775.02,70.66,18.14,3.84,81.04,41.41,alluvial,6.68,2.78,95.31,62.68,205.19,pluviale,intégrée,753.8,1.92,8.33,0.46224356176342213,1.4967022613065326,363.18,0.7891803020236258,373.4200000000001,17.862848,1,23,0,0,4,3
2007,Ouest,pomme_de_terre,saison_sèche,21.42,1709.36,68.74,17.64,2.76,49.37,42.59,limoneux,5.4,3.43,121.34,47.69,196.24,aspersion,améliorée,1833.1,2.56,4.13,0.6151896167106063,2.4920928322037383,365.27,0.5889988072686452,701.9599999999999,14.724108000000001,7,18,3,10,0,0
2001,Sud-Ouest,bananier,grande_saison_pluies,26.52,2409.24,91.92,9.88,4.34,83.25,28.16,ferrallitique,6.06,1.12,260.98,49.81,265.94,gravitaire,améliorée,336.4,2.22,18.44,0.9776728852925752,5.136390474316079,576.73,0.6572374535315986,825.1399999999999,24.377184000000003,9,2,0,4,2,0
2016,Ouest,oignon,grande_saison_pluies,20.92,2523.11,68.31,9.65,2.89,29.39,62.74,andosolique,6.63,4.53,91.23,29.77,133.52,aspersion,biologique,1907.5,2.48,2.32,0.6781891168599464,2.964900877478063,254.52,0.4179096790551918,1468.26,14.290452000000002,7,14,0,1,0,1
2017,Ouest,tomate,petite_saison_sèche,15.82,1829.21,80.61,19.71,3.3,55.42,20.57,ferrallitique_rouge,6.09,7.22,122.39,48.92,247.51,pluviale,intégrée,1674.2,5.11,4.91,0.4924952718200475,2.4517227564102564,418.82,0.6581211992066484,624.71,12.752502,7,23,2,6,4,3
2014,Ouest,tomate,petite_saison_pluies,19.89,2079.04,76.96,24.5,3.16,37.08,47.9,andosolique,6.5,3.42,135.44,61.76,198.46,goutte-à-goutte,conventionnelle,2096.4,5.29,1.79,0.6790333901534141,2.1580624601657106,395.65999999999997,0.5545085671429396,925.6399999999999,15.307343999999999,7,23,1,1,1,2
2023,Centre,maïs,petite_saison_sèche,26.58,1551.41,87.3,11.71,2.82,61.79,34.38,alluvial,5.95,2.58,121.36,33.05,46.34,goutte-à-goutte,conventionnelle,479.4,4.76,2.01,2.5635825940008448,3.56417033773862,200.75,0.6630336058128973,522.1100000000001,23.20434,1,11,2,0,1,2
2017,Adamaoua,maïs,saison_sèche,20.19,1492.07,55.29,20.11,5.5,55.62,35.9,brun_eutrophe,5.82,2.79,110.34,45.71,50.95,goutte-à-goutte,conventionnelle,1133.2,5.72,2.61,2.123965351299326,2.3622350674373798,207.0,1.3445451318424455,-515.4300000000001,11.163051000000001,0,11,3,2,1,2
2014,Extrême-Nord,sorgho,petite_saison_pluies,45.0,538.09,20.0,14.27,6.39,65.5,19.9,sableux,5.59,2.5,62.97,25.54,42.99,gravitaire,conventionnelle,349.4,2.69,0.78,1.4314616958399635,2.372645064054258,131.5,4.326457548832291,-1794.2599999999998,9.0,3,21,1,11,2,2
2013,Centre,bananier,petite_saison_sèche,23.95,1912.22,84.65,16.21,3.17,54.45,30.87,hydromorphe,6.12,1.87,193.14,69.84,358.31,pluviale,intégrée,874.3,0.1,15.05,0.5375302663438256,2.7264257481648784,621.29,0.6047657875205151,755.1700000000001,20.273675,1,2,2,8,4,3
2023,Nord,coton,petite_saison_sèche,27.22,802.23,42.27,21.39,5.47,65.86,21.51,sableux,5.99,2.47,57.98,35.01,63.98,aspersion,biologique,81.1,4.83,0.85,0.8922745460141583,1.6101083032490975,156.97,2.4856516813366034,-1194.32,11.505894000000001,5,7,2,11,0,1
2007,Littoral,maïs,saison_sèche,28.33,2627.98,91.12,21.56,4.22,73.15,29.99,sableux_côtier,5.4,4.29,95.62,39.52,113.16,pluviale,traditionnelle,95.9,4.58,0.58,0.8375963559915908,2.359822309970385,248.3,0.5858926275589772,1087.68,25.814296,4,11,3,12,4,4
2009,Est,maïs,saison_sèche,25.22,1667.23,79.12,27.79,4.39,82.35,56.31,alluvial,5.39,1.89,71.44,50.25,94.19,gravitaire,traditionnelle,471.7,4.59,0.48,0.7504990019960079,1.393951219512195,215.88,0.960509042518118,64.88000000000011,19.954064000000002,2,11,3,0,2,4
2015,Est,manioc,grande_saison_pluies,19.28,1365.46,80.23,18.49,5.61,55.7,33.37,hydromorphe,6.26,3.06,63.59,20.68,92.74,gravitaire,conventionnelle,774.5,2.93,7.43,0.6783656923405164,2.933118081180812,177.01,1.498507091316248,-682.19,15.468344000000002,2,10,0,8,2,2
2017,Centre,tomate,grande_saison_pluies,27.1,1717.75,81.02,25.05,5.39,80.91,50.24,alluvial,6.52,3.08,143.07,53.34,219.17,gravitaire,intégrée,880.9,0.1,6.19,0.649816051233138,2.6328671328671325,415.58,1.1446399999999999,-249.5999999999999,21.956419999999998,1,23,0,0,2,3
2014,Nord,arachide,grande_saison_pluies,34.73,1326.42,48.54,18.6,4.7,53.84,31.55,vertisol,5.47,1.76,14.93,37.56,67.64,gravitaire,intégrée,404.0,0.1,0.88,0.217511655011655,0.3871887966804979,120.13,1.2923566015277757,-389.0799999999999,16.857941999999998,5,1,0,14,2,3
2010,Littoral,macabo,grande_saison_pluies,27.41,3030.09,82.45,14.6,6.63,60.76,44.65,ferrallitique,6.15,1.52,53.08,22.17,68.82,gravitaire,biologique,59.7,2.68,6.0,0.7602406187338872,2.2908933966335776,144.07,0.7983761617108036,610.1400000000003,22.599545000000003,4,9,0,4,2,1
2002,Sud,palmier_à_huile,petite_saison_pluies,22.12,2083.5,73.6,11.78,4.24,38.45,26.34,ferrallitique,5.04,3.2,85.27,54.34,179.85,goutte-à-goutte,intégrée,769.1,2.83,9.83,0.4714957146806746,1.5408384531984096,319.46000000000004,0.7424322379467498,535.8999999999999,16.28032,8,15,1,4,1,3
2012,Sud-Ouest,ananas,petite_saison_sèche,21.93,3230.69,81.49,17.25,4.8,61.76,37.58,alluvial,4.78,2.5,95.75,41.35,230.27,aspersion,biologique,84.5,5.15,9.44,0.4140182470705236,2.2609208972845334,367.37,0.5421312068917501,1478.69,17.870756999999998,9,0,2,0,0,1
2022,Nord-Ouest,haricot,saison_sèche,15.23,1585.59,60.61,21.49,2.3,79.76,27.59,limon-argileux,5.22,4.13,8.78,38.16,48.16,aspersion,intégrée,745.3,6.47,0.55,0.1786004882017901,0.22420837589376916,95.1,0.5291222054847188,746.09,9.230903000000001,6,8,3,9,0,3
2002,Extrême-Nord,mil,petite_saison_pluies,38.2,750.22,43.61,11.24,6.76,39.38,33.25,sableux,6.38,2.1,32.31,13.3,52.46,gravitaire,intégrée,343.1,3.91,0.19,0.6043771043771045,2.2594405594405593,98.07,3.284523841218285,-1717.18,16.65902,3,12,1,11,2,3
2021,Sud,café_robusta,grande_saison_pluies,24.34,1436.14,83.57,19.08,4.99,47.78,24.22,hydromorphe,5.52,0.38,41.18,31.51,108.82,aspersion,traditionnelle,499.2,0.61,0.59,0.37497723547623385,1.2666871731774836,181.51,1.2673434738438845,-385.21000000000004,20.340937999999998,8,6,0,8,0,4
2008,Adamaoua,pomme_de_terre,grande_saison_pluies,22.18,1602.28,73.34,15.89,4.89,19.19,17.07,brun_eutrophe,5.6,4.68,166.64,51.76,235.29,pluviale,améliorée,1300.6,2.76,7.14,0.7052350924711159,3.158453373768006,453.68999999999994,1.1132490893667981,-182.56999999999994,16.266812,0,18,0,2,4,0
2022,Centre,ananas,petite_saison_pluies,27.84,1628.8,100.0,23.31,3.37,27.08,37.27,hydromorphe,5.43,0.85,64.52,32.64,238.88,gravitaire,traditionnelle,545.8,2.63,24.11,0.2689678172419543,1.9179548156956003,336.03999999999996,0.7547245060743649,398.75,27.84,1,0,1,8,2,4
2004,Ouest,pomme_de_terre,saison_sèche,15.65,1661.28,76.97,16.44,5.67,46.16,34.99,ferrallitique_rouge,5.12,4.25,129.74,66.94,225.29,non_irriguée,conventionnelle,1354.9,4.58,5.71,0.573335100976623,1.9096261407123936,421.97,1.2450068580503888,-408.2700000000002,12.045805,7,18,3,6,3,2
